year,Price,kms_driven,fuel_type,Brand,Model
2016,285000.0,13900.0,Petrol,Datsun,Go Plus
2019,2900000.0,9000.0,Diesel,Ford,Endeavor 4x4 Thunder Plus
2005,39999.0,80000.0,Diesel,Tata,Indica V2
2006,85000.0,60000.0,Petrol,Hyundai,Santro Xing GL
2016,395000.0,20000.0,Petrol,Maruti,Suzuki Wagon R 1.0 VXi
2008,175000.0,58000.0,Diesel,Maruti,Suzuki Swift Select Variant
2019,400000.0,1500.0,Petrol,Maruti,Suzuki Alto 800 Lx
2011,750000.0,75000.0,Diesel,Toyota,Innova 2.5 Z Diesel 7 Seater
2016,250000.0,2450.0,Petrol,Maruti,Suzuki Alto 800
2019,425000.0,1625.0,Petrol,Maruti,Suzuki Alto AX
2017,525000.0,45000.0,Petrol,Volkswagen,Polo Highline1.2L P
2009,130000.0,65000.0,Diesel,Mahindra,Logan
2000,30000.0,33400.0,Petrol,Maruti,Suzuki 800 Std BS III
2011,475000.0,60123.0,Diesel,Mahindra,Scorpio
2013,300000.0,28000.0,Petrol,Chevrolet,Sail 1.2 LS
2003,60000.0,70000.0,Petrol,Hyundai,Santro AE GLS Audio
2006,100000.0,7000.0,Petrol,Maruti,Suzuki Wagon R VXi Minor
2018,260000.0,25000.0,Petrol,Hyundai,Eon
2015,100000.0,100000.0,Diesel,Tata,Manza
2013,265000.0,42000.0,Petrol,Toyota,Etios G
2009,115000.0,20000.0,Petrol,Hyundai,Getz Prime 1.3 GLX
2003,180000.0,100000.0,Diesel,Toyota,Qualis
2004,45000.0,137495.0,Petrol,Hyundai,Santro Xing
2016,50500.0,91200.0,Diesel,Tata,Indica eV2 LS
2009,270000.0,55000.0,Petrol,Honda,City 1.5 S MT
2017,290000.0,120000.0,Diesel,Tata,Zest XE 75 PS Diesel
2013,325000.0,63000.0,Diesel,Mahindra,Quanto C4
2016,160000.0,104000.0,Diesel,Tata,Indigo eCS LX CR4 BS IV
2016,350000.0,146000.0,Diesel,Maruti,Suzuki Swift Dzire
2011,290000.0,40000.0,Petrol,Hyundai,Elite i20
2011,290000.0,40000.0,Petrol,Hyundai,i20 Select Variant
2007,465000.0,100800.0,Diesel,Chevrolet,Tavera Neo
2016,325000.0,150000.0,Diesel,Maruti,Suzuki Dzire
2018,510000.0,2100.0,Petrol,Hyundai,Elite i20
2016,860000.0,95000.0,Petrol,Honda,City VX Petrol
2016,450000.0,2500.0,Diesel,Maruti,Suzuki Dzire
2006,125000.0,80000.0,Petrol,Hyundai,Getz
2006,500001.0,15000.0,Petrol,Mercedes,Benz C Class 200 K MT
2005,95000.0,65000.0,Petrol,Maruti,Suzuki Alto LXi BS III
2009,250000.0,51000.0,Diesel,Maruti,Suzuki Swift Dzire Tour VDi
2009,110000.0,45000.0,Petrol,Skoda,Fabia
2011,270000.0,50000.0,Petrol,Maruti,Suzuki Ritz VXI ABS
2009,110000.0,30000.0,Diesel,Tata,Indica V2 DLE BS III
2009,300000.0,132000.0,Petrol,Toyota,Corolla Altis
2018,260000.0,27000.0,Diesel,Tata,Zest XM Diesel
2013,390000.0,40000.0,Diesel,Mahindra,Quanto C8
